Year,Outperformed?,Interest Rate (Federal Funds Effective Rate),CPI,UnemploymentRate,GDPGrowthRate,GICS Sector,GICS Sub-Industry,Founded,Gender,CEO Transition,Tenure Bucket,HQ_US_State_or_Country,Salary_Bucket
2022,0,0.08,8.0,3.6,1.9,Industrials,Building Products,1998,M,1.0,<= 2 years,Texas,"(0, 5000000]"
2023,1,4.33,3.2,3.5,2.5,Industrials,Building Products,1998,M,0.0,<= 2 years,Texas,"(0, 5000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Asset Management & Custody Banks,1988,M,0.0,<= 2 years,New York,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2019,0,2.4,1.8,3.7,2.5,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2020,1,1.55,1.2,8.1,-2.2,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2021,0,0.09,4.7,5.4,5.8,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2022,0,0.08,8.0,3.6,1.9,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Asset Management & Custody Banks,1988,M,0.0,10+ years,New York,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Pharmaceuticals,1957,M,0.0,10+ years,New York,"(20000000, 25000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Pharmaceuticals,1957,M,1.0,<= 2 years,New York,"(20000000, 25000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Pharmaceuticals,1957,M,0.0,<= 2 years,New York,"(20000000, 25000000]"
2018,0,1.41,2.4,3.9,3.0,Health Care,Pharmaceuticals,1957,M,0.0,2 to 5 years,New York,"(20000000, 25000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Pharmaceuticals,1957,M,0.0,2 to 5 years,New York,"(20000000, 25000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Pharmaceuticals,1957,M,0.0,2 to 5 years,New York,"(20000000, 25000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Pharmaceuticals,1957,M,0.0,5 to 10 years,New York,"(20000000, 25000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Pharmaceuticals,1957,M,0.0,5 to 10 years,New York,"(20000000, 25000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Pharmaceuticals,1957,M,0.0,5 to 10 years,New York,"(20000000, 25000000]"
2015,1,0.11,0.1,5.3,2.9,Industrials,Data Processing & Outsourced Services,1962,M,0.0,5 to 10 years,New York,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Industrials,Data Processing & Outsourced Services,1962,M,0.0,5 to 10 years,New York,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Industrials,Data Processing & Outsourced Services,1962,M,0.0,10+ years,New York,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Industrials,Data Processing & Outsourced Services,1962,M,0.0,10+ years,New York,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Industrials,Data Processing & Outsourced Services,1962,M,1.0,<= 2 years,New York,"(10000000, 15000000]"
2020,1,1.55,1.2,8.1,-2.2,Industrials,Data Processing & Outsourced Services,1962,M,0.0,<= 2 years,New York,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Industrials,Data Processing & Outsourced Services,1962,M,0.0,<= 2 years,New York,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Industrials,Data Processing & Outsourced Services,1962,M,0.0,2 to 5 years,New York,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Industrials,Data Processing & Outsourced Services,1962,M,0.0,2 to 5 years,New York,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Insurance Brokers,1939,M,0.0,2 to 5 years,Florida,"(5000000, 10000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Insurance Brokers,1939,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2017,0,0.65,2.1,4.4,2.5,Financials,Insurance Brokers,1939,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2018,1,1.41,2.4,3.9,3.0,Financials,Insurance Brokers,1939,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Insurance Brokers,1939,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2020,1,1.55,1.2,8.1,-2.2,Financials,Insurance Brokers,1939,M,0.0,10+ years,Florida,"(5000000, 10000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Insurance Brokers,1939,M,0.0,10+ years,Florida,"(5000000, 10000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Insurance Brokers,1939,M,0.0,10+ years,Florida,"(5000000, 10000000]"
2023,1,4.33,3.2,3.5,2.5,Financials,Insurance Brokers,1939,M,0.0,10+ years,Florida,"(5000000, 10000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Health Care Equipment,1979,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Health Care,Health Care Equipment,1979,M,0.0,2 to 5 years,Massachusetts,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Health Care Equipment,1979,M,0.0,2 to 5 years,Massachusetts,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Health Care Equipment,1979,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Health Care,Health Care Equipment,1979,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Health Care Equipment,1979,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Health Care Equipment,1979,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Health Care Equipment,1979,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2023,1,4.33,3.2,3.5,2.5,Health Care,Health Care Equipment,1979,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,10+ years,Michigan,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,2 to 5 years,Michigan,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,2 to 5 years,Michigan,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Discretionary,Automotive Parts & Equipment,1880,M,1.0,<= 2 years,Michigan,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,<= 2 years,Michigan,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,<= 2 years,Michigan,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,2 to 5 years,Michigan,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,2 to 5 years,Michigan,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Discretionary,Automotive Parts & Equipment,1880,M,0.0,2 to 5 years,Michigan,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Asset Management & Custody Banks,1985,M,0.0,5 to 10 years,New York,"(50000000, 300000000]"
2016,0,0.34,1.3,4.9,1.8,Financials,Asset Management & Custody Banks,1985,M,0.0,5 to 10 years,New York,"(50000000, 300000000]"
2017,0,0.65,2.1,4.4,2.5,Financials,Asset Management & Custody Banks,1985,M,0.0,5 to 10 years,New York,"(50000000, 300000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Asset Management & Custody Banks,1985,M,0.0,10+ years,New York,"(50000000, 300000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Asset Management & Custody Banks,1985,M,0.0,10+ years,New York,"(50000000, 300000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Asset Management & Custody Banks,1985,M,0.0,10+ years,New York,"(50000000, 300000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Asset Management & Custody Banks,1985,M,0.0,10+ years,New York,"(50000000, 300000000]"
2022,0,0.08,8.0,3.6,1.9,Financials,Asset Management & Custody Banks,1985,M,0.0,10+ years,New York,"(50000000, 300000000]"
2023,1,4.33,3.2,3.5,2.5,Financials,Asset Management & Custody Banks,1985,M,0.0,10+ years,New York,"(50000000, 300000000]"
2015,0,0.11,0.1,5.3,2.9,Real Estate,Office REITs,1970,M,0.0,10+ years,Massachusetts,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Real Estate,Office REITs,1970,M,0.0,2 to 5 years,Massachusetts,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Real Estate,Office REITs,1970,M,0.0,2 to 5 years,Massachusetts,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Real Estate,Office REITs,1970,M,0.0,2 to 5 years,Massachusetts,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Real Estate,Office REITs,1970,M,0.0,5 to 10 years,Massachusetts,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Office REITs,1970,M,0.0,5 to 10 years,Massachusetts,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Real Estate,Office REITs,1970,M,0.0,5 to 10 years,Massachusetts,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Real Estate,Office REITs,1970,M,0.0,5 to 10 years,Massachusetts,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Real Estate,Office REITs,1970,M,0.0,5 to 10 years,Massachusetts,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Diversified Banks,1998,M,0.0,10+ years,New York,"(20000000, 25000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Diversified Banks,1998,M,0.0,2 to 5 years,New York,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Diversified Banks,1998,M,0.0,2 to 5 years,New York,"(20000000, 25000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Diversified Banks,1998,M,0.0,5 to 10 years,New York,"(20000000, 25000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Diversified Banks,1998,M,0.0,5 to 10 years,New York,"(20000000, 25000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Diversified Banks,1998,M,0.0,5 to 10 years,New York,"(20000000, 25000000]"
2021,0,0.09,4.7,5.4,5.8,Financials,Diversified Banks,1998,F,1.0,<= 2 years,New York,"(20000000, 25000000]"
2022,0,0.08,8.0,3.6,1.9,Financials,Diversified Banks,1998,F,0.0,<= 2 years,New York,"(20000000, 25000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Diversified Banks,1998,F,0.0,<= 2 years,New York,"(20000000, 25000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Staples,Packaged Foods & Meats,1919,M,1.0,<= 2 years,Illinois,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,5 to 10 years,Illinois,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,5 to 10 years,Illinois,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Staples,Packaged Foods & Meats,1919,M,0.0,5 to 10 years,Illinois,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Health Care Distributors,1971,M,0.0,5 to 10 years,Ohio,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Health Care Distributors,1971,M,0.0,5 to 10 years,Ohio,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Health Care Distributors,1971,M,0.0,5 to 10 years,Ohio,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Health Care,Health Care Distributors,1971,M,0.0,5 to 10 years,Ohio,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Health Care Distributors,1971,M,0.0,10+ years,Ohio,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Health Care Distributors,1971,M,0.0,10+ years,Ohio,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Health Care Distributors,1971,M,0.0,10+ years,Ohio,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Health Care Distributors,1971,M,1.0,<= 2 years,Ohio,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Health Care,Health Care Distributors,1971,M,0.0,2 to 5 years,Ohio,"(10000000, 15000000]"
2020,1,1.55,1.2,8.1,-2.2,Industrials,Building Products,2020,M,0.0,5 to 10 years,Florida,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Industrials,Building Products,2020,M,0.0,<= 2 years,Florida,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Industrials,Building Products,2020,M,0.0,2 to 5 years,Florida,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Industrials,Building Products,2020,M,0.0,2 to 5 years,Florida,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,2 to 5 years,Texas,"(20000000, 25000000]"
2016,1,0.34,1.3,4.9,1.8,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,5 to 10 years,Texas,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,1.0,<= 2 years,Texas,"(20000000, 25000000]"
2018,0,1.41,2.4,3.9,3.0,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,<= 2 years,Texas,"(20000000, 25000000]"
2019,0,2.4,1.8,3.7,2.5,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,<= 2 years,Texas,"(20000000, 25000000]"
2020,1,1.55,1.2,8.1,-2.2,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,2 to 5 years,Texas,"(20000000, 25000000]"
2021,0,0.09,4.7,5.4,5.8,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,2 to 5 years,Texas,"(20000000, 25000000]"
2022,1,0.08,8.0,3.6,1.9,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,2 to 5 years,Texas,"(20000000, 25000000]"
2023,0,4.33,3.2,3.5,2.5,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,M,0.0,5 to 10 years,Texas,"(20000000, 25000000]"
2015,1,0.11,0.1,5.3,2.9,Financials,Property & Casualty Insurance,1985,M,0.0,5 to 10 years,Switzerland,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2017,0,0.65,2.1,4.4,2.5,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2019,0,2.4,1.8,3.7,2.5,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Property & Casualty Insurance,1985,M,0.0,10+ years,Switzerland,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Financials,Financial Exchanges & Data,1973,M,0.0,10+ years,Illinois,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Financial Exchanges & Data,1973,M,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Financial Exchanges & Data,1973,M,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Financial Exchanges & Data,1973,M,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Financials,Financial Exchanges & Data,1973,M,0.0,5 to 10 years,Illinois,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Financial Exchanges & Data,1973,M,0.0,5 to 10 years,Illinois,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Financial Exchanges & Data,1973,M,0.0,5 to 10 years,Illinois,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Financial Exchanges & Data,1973,M,0.0,5 to 10 years,Illinois,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Financials,Financial Exchanges & Data,1973,M,0.0,10+ years,Illinois,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Real Estate,Real Estate Services,1906,M,0.0,10+ years,Texas,"(25000000, 50000000]"
2016,0,0.34,1.3,4.9,1.8,Real Estate,Real Estate Services,1906,M,0.0,2 to 5 years,Texas,"(25000000, 50000000]"
2017,1,0.65,2.1,4.4,2.5,Real Estate,Real Estate Services,1906,M,0.0,2 to 5 years,Texas,"(25000000, 50000000]"
2018,0,1.41,2.4,3.9,3.0,Real Estate,Real Estate Services,1906,M,0.0,5 to 10 years,Texas,"(25000000, 50000000]"
2019,1,2.4,1.8,3.7,2.5,Real Estate,Real Estate Services,1906,M,0.0,5 to 10 years,Texas,"(25000000, 50000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Real Estate Services,1906,M,0.0,5 to 10 years,Texas,"(25000000, 50000000]"
2021,1,0.09,4.7,5.4,5.8,Real Estate,Real Estate Services,1906,M,0.0,5 to 10 years,Texas,"(25000000, 50000000]"
2022,0,0.08,8.0,3.6,1.9,Real Estate,Real Estate Services,1906,M,0.0,5 to 10 years,Texas,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Real Estate,Real Estate Services,1906,M,0.0,10+ years,Texas,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Real Estate,Telecom Tower REITs,1994,M,0.0,10+ years,Texas,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Real Estate,Telecom Tower REITs,1994,M,1.0,<= 2 years,Texas,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Real Estate,Telecom Tower REITs,1994,M,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Real Estate,Telecom Tower REITs,1994,M,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Real Estate,Telecom Tower REITs,1994,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Telecom Tower REITs,1994,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Real Estate,Telecom Tower REITs,1994,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Real Estate,Telecom Tower REITs,1994,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Real Estate,Telecom Tower REITs,1994,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2016,0,0.34,1.3,4.9,1.8,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,2 to 5 years,Florida,"(5000000, 10000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,2 to 5 years,Florida,"(5000000, 10000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,2 to 5 years,Florida,"(5000000, 10000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,5 to 10 years,Florida,"(5000000, 10000000]"
2022,0,0.08,8.0,3.6,1.9,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,1.0,<= 2 years,Florida,"(5000000, 10000000]"
2023,1,4.33,3.2,3.5,2.5,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,M,0.0,<= 2 years,Florida,"(5000000, 10000000]"
2015,1,0.11,0.1,5.3,2.9,Information Technology,Application Software,1988,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,Application Software,1988,M,0.0,5 to 10 years,California,"(25000000, 50000000]"
2017,1,0.65,2.1,4.4,2.5,Information Technology,Application Software,1988,M,0.0,5 to 10 years,California,"(25000000, 50000000]"
2018,1,1.41,2.4,3.9,3.0,Information Technology,Application Software,1988,M,0.0,5 to 10 years,California,"(25000000, 50000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,Application Software,1988,M,0.0,10+ years,California,"(25000000, 50000000]"
2020,1,1.55,1.2,8.1,-2.2,Information Technology,Application Software,1988,M,0.0,10+ years,California,"(25000000, 50000000]"
2021,1,0.09,4.7,5.4,5.8,Information Technology,Application Software,1988,M,1.0,<= 2 years,California,"(25000000, 50000000]"
2022,1,0.08,8.0,3.6,1.9,Information Technology,Application Software,1988,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Application Software,1988,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Information Technology,Technology Distributors,1984,M,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,Technology Distributors,1984,M,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Information Technology,Technology Distributors,1984,M,0.0,5 to 10 years,Illinois,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Information Technology,Technology Distributors,1984,M,0.0,5 to 10 years,Illinois,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,Technology Distributors,1984,F,1.0,<= 2 years,Illinois,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Information Technology,Technology Distributors,1984,F,0.0,<= 2 years,Illinois,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Information Technology,Technology Distributors,1984,F,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Information Technology,Technology Distributors,1984,F,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Technology Distributors,1984,F,0.0,2 to 5 years,Illinois,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Materials,Specialty Chemicals,1918,F,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Materials,Specialty Chemicals,1918,F,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Materials,Specialty Chemicals,1918,F,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Materials,Specialty Chemicals,1918,F,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Materials,Specialty Chemicals,1918,F,1.0,<= 2 years,Texas,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Materials,Specialty Chemicals,1918,F,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Materials,Specialty Chemicals,1918,F,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Materials,Specialty Chemicals,1918,F,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Materials,Specialty Chemicals,1918,F,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Utilities,Electric Utilities,1999,M,0.0,2 to 5 years,Maryland,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Utilities,Electric Utilities,1999,M,0.0,<= 2 years,Maryland,"(10000000, 15000000]"
